ph_value,do_value,temp_value,salinity_value,ph_value_filtered,do_value_filtered,temp_value_filtered,salinity_value_filtered,label,status
0.800,9.620,27.900,169.400,1.257,9.620,27.883,167.259,1,True
3.400,9.620,27.800,134.200,1.222,9.620,27.884,167.246,1,True
1.500,9.620,27.900,165.900,1.194,9.620,27.884,167.446,1,True
0.800,9.620,27.900,174.500,1.175,9.620,27.885,167.781,1,True
0.900,9.620,27.900,172.800,1.173,9.620,27.884,168.105,1,True
1.000,9.620,27.900,174.500,1.195,9.620,27.882,168.290,1,True
0.400,9.620,27.900,172.800,1.247,9.620,27.879,168.259,1,True
0.900,9.620,27.900,172.800,1.330,9.620,27.876,167.988,1,True
0.300,9.610,27.800,171.100,1.438,9.620,27.872,167.505,1,True
0.600,9.620,27.900,171.100,1.559,9.621,27.868,166.882,1,True
1.100,9.620,27.900,172.800,1.672,9.621,27.865,166.235,1,True
5.900,9.620,27.800,143.100,1.752,9.621,27.861,165.710,1,True
0.900,9.620,27.900,174.500,1.775,9.621,27.859,165.439,1,True
6.400,9.620,27.800,136.000,1.735,9.621,27.857,165.492,1,True
0.300,9.610,27.800,169.400,1.641,9.620,27.857,165.850,1,True
1.100,9.620,27.900,172.800,1.519,9.619,27.857,166.403,1,True
0.400,9.620,27.900,171.100,1.397,9.617,27.858,167.003,1,True
0.100,9.610,27.800,167.600,1.298,9.614,27.859,167.530,1,True
0.800,9.620,27.900,174.500,1.238,9.609,27.860,167.900,1,True
1.000,9.620,27.900,172.800,1.223,9.604,27.860,168.065,1,True
-0.200,9.620,27.800,165.900,1.253,9.597,27.860,168.012,1,True
0.800,9.620,27.900,171.100,1.319,9.589,27.859,167.763,1,True
1.100,9.620,27.900,172.800,1.407,9.579,27.859,167.358,1,True
0.800,9.620,27.900,171.100,1.495,9.570,27.857,166.863,1,True
3.700,9.620,27.800,164.100,1.558,9.561,27.856,166.384,1,True
3.800,9.620,27.800,165.900,1.571,9.554,27.856,166.048,1,True
3.400,9.000,27.800,134.200,1.526,9.552,27.857,165.972,1,True
0.900,9.620,27.900,174.500,1.430,9.554,27.858,166.191,1,True
0.600,9.620,27.800,165.900,1.304,9.561,27.861,166.641,1,True
0.200,9.620,27.900,167.600,1.170,9.569,27.863,167.207,1,True
0.500,9.620,27.900,172.800,1.043,9.579,27.864,167.776,1,True
0.900,9.620,27.900,171.100,0.933,9.588,27.864,168.254,1,True
0.900,9.620,27.900,172.800,0.845,9.596,27.863,168.576,1,True
0.600,9.620,27.900,171.100,0.780,9.603,27.861,168.715,1,True
0.400,9.620,27.900,171.100,0.739,9.608,27.857,168.675,1,True
0.800,9.610,27.800,169.400,0.723,9.612,27.854,168.491,1,True
0.200,9.610,27.800,167.600,0.729,9.616,27.852,168.214,1,True
0.600,9.610,27.800,171.100,0.754,9.618,27.852,167.910,1,True
0.500,9.620,27.800,165.900,0.790,9.619,27.854,167.652,1,True
0.800,9.620,27.900,174.500,0.828,9.620,27.858,167.524,1,True
3.300,9.620,27.800,134.200,0.859,9.621,27.863,167.607,1,True
0.700,9.620,27.900,172.800,0.879,9.621,27.869,167.925,1,True
0.500,9.620,27.900,171.100,0.890,9.622,27.875,168.409,1,True
0.900,9.620,27.900,172.800,0.902,9.622,27.881,168.934,1,True
0.900,9.620,27.900,174.500,0.921,9.621,27.886,169.392,1,True
0.600,9.620,27.900,169.400,0.955,9.621,27.889,169.711,1,True
0.700,9.620,27.900,172.800,1.008,9.621,27.891,169.851,1,True
0.600,9.620,27.900,174.500,1.083,9.621,27.891,169.796,1,True
0.300,9.620,27.900,172.800,1.178,9.621,27.891,169.558,1,True
0.700,9.620,27.900,174.500,1.288,9.620,27.889,169.186,1,True
1.000,9.620,27.900,171.100,1.398,9.620,27.886,168.769,1,True
6.200,9.620,27.800,139.600,1.492,9.620,27.882,168.415,1,True
0.200,9.620,27.900,172.800,1.563,9.620,27.879,168.187,1,True
1.000,9.620,27.900,174.500,1.614,9.620,27.875,168.063,1,True
3.500,9.620,27.900,165.900,1.656,9.620,27.871,167.983,1,True
0.500,9.620,27.800,165.900,1.699,9.619,27.867,167.900,1,True
0.900,9.620,27.900,172.800,1.757,9.619,27.863,167.772,1,True
0.900,9.620,27.900,172.800,1.837,9.619,27.859,167.570,1,True
0.400,9.620,27.800,165.900,1.942,9.619,27.855,167.284,1,True
0.900,9.620,27.900,174.500,2.061,9.619,27.852,166.941,1,True
3.400,9.610,27.800,167.600,2.172,9.618,27.851,166.596,1,True
3.600,9.620,27.800,164.100,2.250,9.618,27.850,166.335,1,True
7.500,9.620,27.800,136.000,2.276,9.618,27.851,166.241,1,True
1.100,9.620,27.900,172.800,2.252,9.618,27.852,166.323,1,True
1.000,9.620,27.900,174.500,2.198,9.618,27.853,166.493,1,True
0.400,9.610,27.800,171.100,2.143,9.618,27.854,166.632,1,True
1.100,9.620,27.900,172.800,2.104,9.618,27.854,166.665,1,True
3.500,9.620,27.900,162.400,2.086,9.618,27.854,166.570,1,True
0.200,9.620,27.900,169.400,2.090,9.618,27.852,166.357,1,True
3.500,9.620,27.800,165.900,2.113,9.618,27.849,166.043,1,True
0.900,9.620,27.900,174.500,2.150,9.617,27.845,165.659,1,True
3.700,9.610,27.800,164.100,2.196,9.618,27.842,165.259,1,True
0.600,9.610,27.800,171.100,2.246,9.618,27.840,164.935,1,True
3.200,9.620,27.800,134.200,2.296,9.618,27.839,164.791,1,True
0.500,9.620,27.900,172.800,2.338,9.618,27.839,164.888,1,True
4.100,9.620,27.800,162.400,2.362,9.619,27.841,165.200,1,True
4.000,9.620,27.800,165.900,2.358,9.619,27.844,165.655,1,True
3.500,9.620,27.800,164.100,2.322,9.619,27.848,166.168,1,True
0.900,9.620,27.900,171.100,2.262,9.620,27.852,166.652,1,True
1.100,9.620,27.900,172.800,2.192,9.620,27.856,167.025,1,True
1.000,9.620,27.900,174.500,2.122,9.620,27.860,167.235,1,True
3.600,9.620,27.800,165.900,2.052,9.620,27.862,167.280,1,True
0.800,9.620,27.900,174.500,1.978,9.620,27.864,167.205,1,True
1.100,9.620,27.900,172.800,1.895,9.620,27.864,167.092,1,True
7.000,9.620,27.800,136.000,1.797,9.620,27.864,167.047,1,True
0.200,9.620,27.900,171.100,1.686,9.620,27.862,167.140,1,True
0.200,9.620,27.900,171.100,1.577,9.619,27.859,167.354,1,True
0.700,9.620,27.900,174.500,1.486,9.619,27.855,167.626,1,True
0.500,9.620,27.800,165.900,1.424,9.619,27.852,167.916,1,True
0.900,9.620,27.900,172.800,1.388,9.618,27.848,168.216,1,True
-0.100,9.620,27.800,165.900,1.369,9.618,27.845,168.544,1,True
3.600,9.610,27.800,165.900,1.351,9.618,27.844,168.922,1,True
3.600,9.620,27.800,165.900,1.318,9.618,27.845,169.365,1,True
1.100,9.610,27.800,169.400,1.262,9.618,27.848,169.863,1,True
0.900,9.620,27.900,174.500,1.190,9.618,27.853,170.386,1,True
0.500,9.620,27.800,165.900,1.114,9.618,27.860,170.898,1,True
0.700,9.620,27.900,172.800,1.043,9.619,27.867,171.362,1,True
0.800,9.620,27.900,174.500,0.983,9.619,27.873,171.741,1,True
1.200,9.620,27.900,174.500,0.936,9.619,27.879,171.999,1,True
1.000,9.620,27.900,174.500,0.904,9.619,27.884,172.121,1,True
0.800,9.620,27.900,172.800,0.889,9.619,27.887,172.113,1,True
0.500,9.620,27.900,171.100,0.892,9.619,27.889,172.001,1,True
0.600,9.620,27.900,171.100,0.914,9.619,27.889,171.819,1,True
0.600,9.620,27.900,171.100,0.955,9.619,27.888,171.597,1,True
0.700,9.620,27.900,171.100,1.008,9.619,27.887,171.360,1,True
0.600,9.620,27.900,171.100,1.065,9.619,27.885,171.128,1,True
3.800,9.610,27.800,167.600,1.117,9.619,27.883,170.916,1,True
0.900,9.620,27.900,171.100,1.157,9.619,27.881,170.730,1,True
1.100,9.620,27.800,165.900,1.187,9.619,27.881,170.561,1,True
1.000,9.620,27.900,174.500,1.213,9.619,27.881,170.384,1,True
0.600,9.620,27.900,171.100,1.242,9.619,27.881,170.165,1,True
1.100,9.620,27.900,174.500,1.279,9.619,27.880,169.883,1,True
0.200,9.620,27.900,172.800,1.322,9.619,27.879,169.537,1,True
1.200,9.620,27.900,174.500,1.367,9.619,27.878,169.163,1,True
0.500,9.620,27.900,171.100,1.400,9.619,27.876,168.835,1,True
5.600,9.620,27.800,143.100,1.407,9.619,27.873,168.649,1,True
1.000,9.620,27.900,172.800,1.380,9.618,27.870,168.662,1,True
0.900,9.620,27.900,171.100,1.319,9.618,27.867,168.856,1,True
1.600,9.610,27.800,167.600,1.238,9.617,27.864,169.171,1,True
0.700,9.620,27.900,174.500,1.146,9.617,27.861,169.549,1,True
0.600,9.620,27.900,169.400,1.054,9.616,27.859,169.945,1,True
0.800,9.610,27.800,171.100,0.970,9.616,27.858,170.330,1,True
1.000,9.620,27.900,172.800,0.899,9.616,27.857,170.688,1,True
0.400,9.610,27.800,167.600,0.843,9.616,27.857,171.012,1,True
1.100,9.610,27.800,171.100,0.804,9.616,27.859,171.293,1,True
0.400,9.620,27.900,171.100,0.782,9.616,27.862,171.516,1,True
0.700,9.620,27.900,174.500,0.778,9.617,27.865,171.659,1,True
1.100,9.610,27.800,169.400,0.789,9.617,27.869,171.700,1,True
0.800,9.620,27.900,174.500,0.814,9.618,27.874,171.625,1,True
0.900,9.620,27.900,172.800,0.851,9.618,27.878,171.424,1,True
0.800,9.620,27.900,174.500,0.902,9.619,27.882,171.100,1,True
0.500,9.620,27.900,171.100,0.964,9.619,27.884,170.676,1,True
0.100,9.620,27.900,172.800,1.036,9.619,27.886,170.197,1,True
0.600,9.620,27.900,171.100,1.111,9.620,27.888,169.724,1,True
0.900,9.620,27.900,172.800,1.175,9.620,27.889,169.339,1,True
5.600,9.620,27.800,143.100,1.213,9.620,27.890,169.127,1,True
0.700,9.620,27.900,174.500,1.215,9.620,27.891,169.130,1,True
0.600,9.620,27.900,169.400,1.189,9.620,27.893,169.314,1,True
1.000,9.620,27.900,174.500,1.147,9.620,27.894,169.605,1,True
0.600,9.620,27.900,171.100,1.101,9.620,27.895,169.941,1,True
0.600,9.620,27.900,171.100,1.059,9.620,27.896,170.284,1,True
1.500,9.620,27.900,165.900,1.025,9.620,27.896,170.612,1,True
0.700,9.620,27.900,172.800,1.001,9.620,27.895,170.903,1,True
0.600,9.620,27.900,171.100,0.989,9.619,27.894,171.122,1,True
1.000,9.620,27.900,171.100,0.990,9.619,27.892,171.233,1,True
1.100,9.620,27.900,174.500,1.001,9.619,27.889,171.201,1,True
0.800,9.620,27.900,174.500,1.021,9.619,27.886,171.002,1,True
1.900,9.610,27.800,167.600,1.046,9.619,27.883,170.633,1,True
0.500,9.620,27.900,171.100,1.077,9.619,27.880,170.104,1,True
1.100,9.620,27.900,174.500,1.112,9.619,27.876,169.431,1,True
0.300,9.620,27.900,169.400,1.152,9.619,27.872,168.640,1,True
1.000,9.620,27.900,174.500,1.192,9.619,27.868,167.784,1,True
4.100,9.620,27.800,153.700,1.227,9.619,27.864,166.941,1,True
0.500,9.620,27.900,171.100,1.253,9.619,27.860,166.190,1,True
0.100,9.620,27.900,171.100,1.277,9.619,27.857,165.590,1,True
0.400,9.610,27.800,167.600,1.303,9.619,27.854,165.208,1,True
3.400,9.620,27.800,134.200,1.332,9.619,27.853,165.122,1,True
0.400,9.620,27.800,165.900,1.362,9.619,27.854,165.356,1,True
0.800,9.620,27.900,172.800,1.392,9.619,27.856,165.836,1,True
0.700,9.620,27.900,174.500,1.423,9.619,27.859,166.435,1,True
3.600,9.620,27.800,165.900,1.448,9.620,27.862,167.052,1,True
0.800,9.620,27.900,172.800,1.463,9.620,27.866,167.636,1,True
0.600,9.620,27.900,172.800,1.468,9.620,27.871,168.174,1,True
0.900,9.620,27.900,174.500,1.461,9.620,27.874,168.687,1,True
4.300,9.620,27.800,146.600,1.438,9.620,27.878,169.228,1,True
0.900,9.620,27.900,171.100,1.397,9.620,27.882,169.829,1,True
1.100,9.620,27.900,172.800,1.343,9.620,27.885,170.462,1,True
0.900,9.620,27.900,174.500,1.287,9.620,27.888,171.055,1,True
0.800,9.620,27.900,174.500,1.235,9.620,27.889,171.547,1,True
0.800,9.620,27.900,174.500,1.192,9.620,27.890,171.903,1,True
1.100,9.620,27.900,174.500,1.158,9.620,27.891,172.119,1,True
0.600,9.620,27.900,171.100,1.131,9.620,27.891,172.217,1,True
0.900,9.620,27.900,174.500,1.104,9.620,27.891,172.233,1,True
3.800,9.620,27.800,165.900,1.071,9.620,27.890,172.208,1,True
0.400,9.620,27.900,171.100,1.029,9.620,27.891,172.175,1,True
0.700,9.620,27.900,174.500,0.982,9.620,27.891,172.147,1,True
0.900,9.620,27.900,171.100,0.939,9.620,27.891,172.122,1,True
1.000,9.620,27.900,172.800,0.909,9.620,27.891,172.099,1,True
0.000,9.620,27.900,167.600,0.896,9.619,27.890,172.079,1,True
0.700,9.620,27.900,174.500,0.905,9.619,27.889,172.052,1,True
0.900,9.620,27.900,174.500,0.935,9.619,27.887,172.003,1,True
1.200,9.620,27.900,174.500,0.984,9.619,27.885,171.919,1,True
1.600,9.610,27.800,167.600,1.049,9.619,27.882,171.809,1,True
0.500,9.620,27.900,171.100,1.127,9.619,27.880,171.684,1,True
1.000,9.620,27.900,172.800,1.218,9.618,27.877,171.549,1,True
0.600,9.620,27.900,172.800,1.319,9.618,27.874,171.401,1,True
0.700,9.620,27.900,171.100,1.424,9.618,27.871,171.241,1,True
3.700,9.620,27.800,165.900,1.521,9.618,27.869,171.076,1,True
1.100,9.620,27.900,174.500,1.600,9.618,27.866,170.904,1,True
3.500,9.610,27.800,167.600,1.657,9.618,27.864,170.711,1,True
0.900,9.620,27.900,174.500,1.692,9.618,27.862,170.480,1,True
0.500,9.620,27.900,171.100,1.715,9.618,27.861,170.197,1,True
1.700,9.610,27.800,167.600,1.729,9.618,27.860,169.859,1,True
3.900,9.620,27.800,164.100,1.735,9.618,27.860,169.467,1,True
0.900,9.620,27.900,172.800,1.737,9.619,27.859,169.004,1,True
0.800,9.620,27.900,172.800,1.741,9.619,27.858,168.443,1,True
0.900,9.620,27.900,174.500,1.752,9.619,27.857,167.770,1,True
3.600,9.620,27.800,162.400,1.773,9.619,27.855,167.008,1,True
0.700,9.620,27.900,171.100,1.802,9.619,27.852,166.210,1,True
0.400,9.620,27.900,171.100,1.838,9.619,27.848,165.448,1,True
3.600,9.620,27.800,164.100,1.877,9.619,27.845,164.817,1,True
3.000,9.620,27.800,134.200,1.915,9.619,27.842,164.425,1,True
0.400,9.620,27.900,172.800,1.950,9.619,27.839,164.321,1,True
0.000,9.620,27.800,165.900,1.983,9.618,27.838,164.465,1,True
3.700,9.620,27.800,164.100,2.009,9.618,27.838,164.775,1,True
3.500,9.610,27.800,167.600,2.016,9.618,27.841,165.179,1,True
3.700,9.610,27.800,167.600,2.001,9.618,27.844,165.615,1,True
-0.200,9.620,27.900,165.900,1.968,9.618,27.849,166.037,1,True
1.200,9.620,27.900,171.100,1.931,9.618,27.854,166.414,1,True
4.000,9.620,27.800,164.100,1.895,9.619,27.858,166.731,1,True
0.500,9.620,27.900,171.100,1.868,9.619,27.863,166.987,1,True
0.300,9.620,27.900,171.100,1.854,9.619,27.866,167.198,1,True
0.600,9.620,27.900,171.100,1.853,9.619,27.868,167.400,1,True
5.900,9.620,27.800,143.100,1.859,9.620,27.870,167.650,1,True
1.000,9.620,27.900,172.800,1.863,9.620,27.870,167.971,1,True
0.900,9.620,27.900,174.500,1.865,9.620,27.870,168.320,1,True
0.800,9.620,27.900,172.800,1.870,9.620,27.869,168.634,1,True
3.900,9.620,27.800,165.900,1.875,9.620,27.868,168.876,1,True
0.700,9.620,27.900,174.500,1.876,9.620,27.866,169.040,1,True
0.200,9.620,27.900,171.100,1.872,9.620,27.865,169.139,1,True
3.800,9.620,27.800,165.900,1.853,9.620,27.864,169.203,1,True
0.700,9.620,27.900,171.100,1.812,9.620,27.864,169.275,1,True
3.600,9.620,27.800,162.400,1.737,9.620,27.865,169.395,1,True
3.800,9.620,27.800,165.900,1.625,9.620,27.868,169.580,1,True
0.800,9.620,27.900,172.800,1.483,9.620,27.871,169.820,1,True
0.600,9.620,27.900,171.100,1.328,9.620,27.875,170.079,1,True
0.600,9.620,27.900,169.400,1.177,9.620,27.878,170.323,1,True
0.600,9.620,27.900,172.800,1.044,9.619,27.881,170.524,1,True
0.600,9.620,27.900,169.400,0.939,9.619,27.882,170.662,1,True
1.200,9.620,27.900,174.500,0.863,9.619,27.883,170.721,1,True
1.000,9.620,27.900,172.800,0.820,9.619,27.883,170.699,1,True
0.300,9.610,27.800,171.100,0.811,9.619,27.882,170.610,1,True
0.200,9.620,27.900,165.900,0.838,9.619,27.881,170.482,1,True
0.500,9.620,27.900,171.100,0.900,9.619,27.880,170.345,1,True
0.200,9.620,27.900,171.100,0.991,9.619,27.878,170.214,1,True
0.700,9.620,27.900,171.100,1.098,9.619,27.876,170.100,1,True
3.600,9.620,27.800,165.900,1.205,9.620,27.875,170.013,1,True
0.800,9.620,27.900,171.100,1.299,9.620,27.874,169.965,1,True
0.800,9.620,27.900,172.800,1.371,9.620,27.873,169.956,1,True
0.800,9.620,27.900,172.800,1.416,9.620,27.873,169.992,1,True
3.600,9.620,27.800,165.900,1.425,9.620,27.873,170.092,1,True
3.600,9.620,27.800,165.900,1.393,9.620,27.875,170.283,1,True
0.000,9.620,27.900,167.600,1.326,9.620,27.878,170.569,1,True
0.900,9.620,27.900,174.500,1.240,9.620,27.881,170.928,1,True
0.700,9.620,27.900,171.100,1.150,9.620,27.885,171.316,1,True
0.500,9.620,27.900,171.100,1.068,9.620,27.887,171.696,1,True
1.200,9.620,27.900,172.800,1.002,9.620,27.889,172.035,1,True
0.700,9.620,27.900,172.800,0.955,9.619,27.890,172.301,1,True
1.200,9.620,27.900,172.800,0.929,9.619,27.890,172.466,1,True
0.700,9.620,27.900,172.800,0.927,9.619,27.888,172.504,1,True
0.600,9.620,27.900,174.500,0.951,9.619,27.885,172.397,1,True
1.300,9.620,27.900,172.800,1.000,9.618,27.882,172.133,1,True
0.900,9.610,27.800,171.100,1.075,9.618,27.878,171.711,1,True
0.700,9.620,27.900,172.800,1.175,9.618,27.874,171.138,1,True
0.900,9.620,27.900,172.800,1.297,9.618,27.871,170.425,1,True
2.000,9.610,27.800,167.600,1.437,9.618,27.867,169.597,1,True
0.700,9.620,27.900,174.500,1.586,9.618,27.863,168.687,1,True
1.000,9.620,27.900,172.800,1.736,9.618,27.860,167.746,1,True
5.800,9.620,27.800,143.100,1.876,9.618,27.857,166.841,1,True
0.700,9.620,27.900,172.800,2.001,9.618,27.854,166.018,1,True
0.700,9.610,27.800,169.400,2.111,9.618,27.852,165.267,1,True
0.700,9.620,27.900,172.800,2.210,9.619,27.850,164.563,1,True
3.800,9.620,27.800,165.900,2.290,9.619,27.849,163.922,1,True
1.000,9.620,27.900,174.500,2.337,9.619,27.849,163.418,1,True
4.300,9.620,27.800,146.600,2.336,9.619,27.850,163.170,1,True
6.300,9.620,27.800,136.000,2.277,9.620,27.851,163.293,1,True
0.800,9.620,27.900,172.800,2.165,9.620,27.853,163.806,1,True
0.200,9.620,27.900,167.600,2.018,9.620,27.855,164.613,1,True
3.700,9.620,27.800,164.100,1.858,9.620,27.857,165.580,1,True
0.500,9.620,27.900,172.800,1.704,9.620,27.860,166.589,1,True
0.500,9.620,27.800,165.900,1.572,9.620,27.862,167.546,1,True
0.700,9.620,27.900,172.800,1.472,9.620,27.864,168.377,1,True
0.600,9.620,27.900,172.800,1.408,9.620,27.866,169.029,1,True
0.900,9.620,27.900,172.800,1.375,9.619,27.866,169.477,1,True
3.800,9.620,27.800,165.900,1.361,9.619,27.866,169.727,1,True
1.200,9.620,27.900,169.400,1.358,9.619,27.866,169.799,1,True
1.000,9.620,27.900,174.500,1.363,9.619,27.866,169.713,1,True
0.100,9.610,27.800,167.600,1.379,9.619,27.865,169.489,1,True
3.700,9.620,27.800,162.400,1.403,9.619,27.864,169.155,1,True
0.800,9.620,27.900,174.500,1.434,9.619,27.864,168.726,1,True
0.300,9.620,27.900,169.400,1.476,9.619,27.862,168.210,1,True
0.900,9.620,27.900,172.800,1.528,9.619,27.860,167.621,1,True
0.700,9.620,27.900,172.800,1.584,9.619,27.857,167.008,1,True
0.600,9.620,27.900,171.100,1.631,9.619,27.853,166.460,1,True
7.200,9.620,27.800,136.000,1.649,9.619,27.849,166.096,1,True
1.100,9.610,27.800,171.100,1.627,9.619,27.847,166.000,1,True
0.400,9.620,27.800,165.900,1.567,9.619,27.846,166.167,1,True
3.500,9.620,27.800,162.400,1.484,9.619,27.847,166.536,1,True
0.000,9.620,27.800,165.900,1.392,9.619,27.850,167.029,1,True
0.400,9.620,27.900,171.100,1.307,9.619,27.855,167.554,1,True
0.600,9.620,27.900,171.100,1.242,9.619,27.860,168.013,1,True
1.100,9.620,27.900,174.500,1.201,9.619,27.865,168.331,1,True
2.900,9.610,27.800,167.600,1.184,9.619,27.869,168.465,1,True
0.700,9.620,27.900,172.800,1.192,9.619,27.872,168.406,1,True
-0.100,9.620,27.900,167.600,1.230,9.619,27.875,168.173,1,True
0.800,9.620,27.900,174.500,1.303,9.619,27.876,167.802,1,True
0.300,9.620,27.900,171.100,1.406,9.619,27.876,167.360,1,True
0.000,9.620,27.900,167.600,1.528,9.619,27.874,166.947,1,True
6.700,9.620,27.800,136.000,1.648,9.619,27.871,166.680,1,True
0.700,9.620,27.900,174.500,1.751,9.619,27.868,166.616,1,True
0.900,9.620,27.900,169.400,1.831,9.619,27.864,166.724,1,True
3.700,9.620,27.800,165.900,1.890,9.619,27.860,166.931,1,True
0.800,9.620,27.900,172.800,1.931,9.619,27.857,167.177,1,True
3.900,9.620,27.800,165.900,1.957,9.619,27.854,167.421,1,True
0.000,9.620,27.900,167.600,1.976,9.619,27.852,167.640,1,True
0.600,9.610,27.800,169.400,1.997,9.619,27.851,167.819,1,True
3.600,9.620,27.800,162.400,2.022,9.619,27.851,167.943,1,True
1.000,9.620,27.900,174.500,2.046,9.619,27.852,167.992,1,True
1.100,9.620,27.900,174.500,2.064,9.620,27.854,167.950,1,True
3.500,9.620,27.800,165.900,2.067,9.620,27.856,167.828,1,True
3.500,9.620,27.800,165.900,2.046,9.620,27.859,167.668,1,True
0.800,9.620,27.900,172.800,1.998,9.620,27.862,167.525,1,True
0.300,9.620,27.900,172.800,1.924,9.620,27.865,167.462,1,True
6.700,9.620,27.800,137.800,1.822,9.620,27.867,167.551,1,True
0.900,9.620,27.900,174.500,1.697,9.619,27.868,167.828,1,True
0.500,9.620,27.900,171.100,1.563,9.619,27.867,168.249,1,True
0.400,9.620,27.900,171.100,1.437,9.618,27.864,168.734,1,True
0.300,9.610,27.800,171.100,1.335,9.617,27.858,169.219,1,True
1.200,9.620,27.900,172.800,1.258,9.616,27.851,169.666,1,True
0.400,9.620,27.900,172.800,1.202,9.615,27.841,170.063,1,True
3.600,9.620,27.800,162.400,1.158,9.614,27.829,170.416,1,True
0.900,9.620,27.900,174.500,1.119,9.612,27.816,170.734,1,True
1.100,9.610,27.800,171.100,1.087,9.610,27.801,171.014,1,True
12.400,9.600,28.900,426.200,12.426,9.600,28.902,427.912,2,True
12.400,9.600,29.000,426.200,12.173,9.600,28.911,427.326,2,True
12.600,9.600,28.900,422.300,11.932,9.601,28.919,426.565,2,True
12.700,9.610,29.000,420.400,11.716,9.602,28.925,425.698,2,True
6.900,9.620,29.000,384.400,11.542,9.602,28.929,424.737,2,True
9.300,9.590,28.900,462.200,11.420,9.602,28.931,423.585,2,True
12.700,9.600,28.900,422.300,11.338,9.603,28.932,422.072,2,True
12.800,9.600,28.900,424.300,11.273,9.603,28.932,420.075,2,True
12.600,9.600,28.900,424.300,11.200,9.604,28.933,417.556,2,True
10.900,9.600,29.000,448.000,11.109,9.604,28.933,414.558,2,True
12.900,9.600,28.900,422.300,10.998,9.605,28.934,411.251,2,True
11.200,9.590,28.900,448.000,10.874,9.606,28.934,408.003,2,True
6.000,9.680,29.000,167.600,10.751,9.607,28.935,405.262,2,True
10.600,9.590,28.900,452.000,10.634,9.607,28.936,403.112,2,True
12.800,9.600,28.900,420.400,10.517,9.608,28.937,400.981,2,True
12.600,9.600,29.000,422.300,10.386,9.609,28.938,397.970,2,True
8.600,9.590,28.900,472.500,10.239,9.610,28.939,393.342,2,True
9.400,9.590,28.900,462.200,10.083,9.612,28.940,386.776,2,True
12.900,9.600,29.000,426.200,9.927,9.615,28.942,378.543,2,True
10.300,9.590,28.900,456.000,9.780,9.617,28.943,369.589,2,True
5.800,9.680,29.000,169.400,9.660,9.620,28.943,361.376,2,True
12.600,9.600,28.900,422.300,9.587,9.622,28.943,355.417,2,True
5.900,9.680,29.000,169.400,9.573,9.622,28.941,352.802,2,True
5.800,9.680,29.000,169.400,9.622,9.622,28.940,353.867,2,True
12.600,9.600,28.900,422.300,9.721,9.621,28.937,357.879,2,True
11.100,9.590,28.900,448.000,9.842,9.619,28.936,363.204,2,True
11.300,9.590,28.900,446.000,9.961,9.618,28.935,368.135,2,True
12.700,9.600,28.900,424.300,10.069,9.617,28.934,371.560,2,True
7.300,9.590,28.900,470.400,10.171,9.616,28.935,373.107,2,True
12.500,9.610,29.000,420.400,10.282,9.616,28.936,373.130,2,True
5.800,9.680,29.000,169.400,10.413,9.617,28.938,372.523,2,True
11.500,9.590,28.900,444.000,10.570,9.617,28.939,372.168,2,True
12.800,9.600,28.900,420.400,10.748,9.616,28.940,372.574,2,True
6.100,9.680,29.000,167.600,10.937,9.616,28.940,374.028,2,True
12.400,9.600,28.900,424.300,11.122,9.615,28.941,376.563,2,True
12.800,9.600,29.000,426.200,11.281,9.614,28.941,379.746,2,True
12.800,9.600,28.900,424.300,11.392,9.613,28.942,382.978,2,True
12.800,9.600,28.900,422.300,11.439,9.612,28.942,385.953,2,True
12.600,9.600,29.000,424.300,11.425,9.612,28.943,388.781,2,True
12.600,9.600,28.900,422.300,11.363,9.611,28.943,391.952,2,True
6.000,9.680,29.000,167.600,11.275,9.610,28.943,396.140,2,True
12.500,9.600,28.900,422.300,11.181,9.609,28.943,401.684,2,True
9.800,9.590,28.900,458.100,11.086,9.607,28.943,408.239,2,True
12.800,9.610,29.000,420.400,10.984,9.606,28.943,415.115,2,True
12.700,9.610,29.000,420.400,10.873,9.604,28.941,421.728,2,True
9.100,9.590,28.900,464.200,10.757,9.602,28.940,427.673,2,True
9.900,9.590,28.900,456.000,10.646,9.601,28.938,432.691,2,True
12.800,9.610,29.000,420.400,10.550,9.599,28.935,436.710,2,True
12.500,9.600,28.900,424.300,10.479,9.598,28.933,439.784,2,True
6.600,9.590,28.900,448.000,10.452,9.598,28.931,441.955,2,True
10.400,9.600,29.000,454.000,10.491,9.597,28.929,443.200,2,True
9.200,9.590,28.900,462.200,10.608,9.597,28.927,443.509,2,True
6.600,9.600,28.900,440.000,10.802,9.597,28.927,442.965,2,True
12.800,9.600,28.900,420.400,11.052,9.597,28.927,441.730,2,True
12.600,9.600,28.900,422.300,11.324,9.598,28.927,439.944,2,True
11.100,9.590,28.900,448.000,11.583,9.598,28.929,437.632,2,True
12.500,9.610,29.000,420.400,11.799,9.599,28.930,434.717,2,True
12.600,9.610,29.000,420.400,11.945,9.600,28.931,431.058,2,True
12.700,9.600,28.900,422.300,12.001,9.601,28.932,426.445,2,True
12.700,9.600,29.000,428.200,11.952,9.603,28.932,420.595,2,True
12.800,9.600,28.900,422.300,11.791,9.605,28.933,413.197,2,True
12.500,9.600,28.900,420.400,11.516,9.607,28.934,403.984,2,True
12.600,9.600,28.900,422.300,11.139,9.610,28.936,392.801,2,True
13.500,9.600,28.900,440.000,10.682,9.614,28.940,379.695,2,True
