ph_value,do_value,temp_value,salinity_value,ph_value_filtered,do_value_filtered,temp_value_filtered,salinity_value_filtered,label,status
9.900,9.590,28.900,458.100,10.182,9.618,28.946,365.081,2,True
11.300,9.590,28.900,446.000,9.692,9.623,28.952,349.981,2,True
2.500,9.680,29.100,167.600,9.272,9.627,28.958,336.075,2,True
5.800,9.680,29.000,169.400,8.969,9.631,28.963,325.154,2,True
11.500,9.590,28.900,444.000,8.803,9.633,28.967,318.362,2,True
6.100,9.680,29.100,167.600,8.771,9.634,28.969,316.113,2,True
6.000,9.680,29.000,169.400,8.860,9.633,28.970,318.329,2,True
12.700,9.600,28.900,422.300,9.045,9.632,28.971,324.278,2,True
12.800,9.600,28.900,424.300,9.298,9.629,28.972,332.675,2,True
6.700,9.610,28.900,395.600,9.603,9.627,28.973,342.399,2,True
5.200,9.680,29.000,167.600,9.954,9.624,28.975,352.848,2,True
12.400,9.610,29.000,420.400,10.333,9.621,28.977,363.480,2,True
11.600,9.600,29.000,444.000,10.708,9.618,28.978,373.435,2,True
12.800,9.600,29.000,426.200,11.041,9.615,28.978,381.841,2,True
12.600,9.600,29.000,426.200,11.307,9.613,28.977,388.251,2,True
12.700,9.600,29.000,424.300,11.494,9.611,28.974,392.719,2,True
12.800,9.600,28.900,422.300,11.604,9.610,28.970,395.691,2,True
12.600,9.600,29.000,426.200,11.653,9.609,28.965,397.943,2,True
6.100,9.680,29.000,167.600,11.662,9.608,28.959,400.377,2,True
12.800,9.600,29.000,428.200,11.647,9.607,28.952,403.521,2,True
12.700,9.600,28.900,420.400,11.610,9.606,28.945,407.180,2,True
12.800,9.600,28.900,426.200,11.547,9.605,28.939,410.728,2,True
12.600,9.600,28.900,428.200,11.462,9.604,28.933,413.553,2,True
9.200,9.590,28.900,464.200,11.367,9.603,28.929,415.217,2,True
12.700,9.600,29.000,428.200,11.280,9.603,28.926,415.518,2,True
9.600,9.590,28.900,460.100,11.216,9.603,28.924,414.542,2,True
12.800,9.600,28.900,426.200,11.186,9.604,28.923,412.684,2,True
10.500,9.590,28.900,452.000,11.204,9.604,28.924,410.629,2,True
5.800,9.680,29.000,169.400,11.279,9.605,28.925,409.191,2,True
11.600,9.590,28.900,444.000,11.408,9.605,28.927,408.822,2,True
12.500,9.600,28.900,420.400,11.567,9.605,28.930,409.276,2,True
12.800,9.600,28.900,420.400,11.722,9.604,28.933,409.897,2,True
12.600,9.600,28.900,420.400,11.841,9.605,28.938,410.042,2,True
12.800,9.600,29.000,424.300,11.905,9.605,28.942,409.192,2,True
12.900,9.610,29.000,420.400,11.899,9.606,28.946,406.949,2,True
12.700,9.600,29.000,428.200,11.822,9.607,28.950,403.053,2,True
12.500,9.600,28.900,422.300,11.678,9.609,28.952,397.419,2,True
10.800,9.590,28.900,450.000,11.482,9.612,28.954,390.200,2,True
12.700,9.600,29.000,428.200,11.252,9.615,28.956,381.895,2,True
6.100,9.680,29.000,167.600,11.009,9.617,28.958,373.294,2,True
12.600,9.600,28.900,426.200,10.764,9.620,28.960,365.048,2,True
12.600,9.600,28.900,420.400,10.522,9.623,28.961,357.381,2,True
12.500,9.610,29.000,420.400,10.287,9.625,28.962,350.461,2,True
12.800,9.610,29.000,420.400,10.081,9.626,28.963,344.941,2,True
4.200,9.680,29.000,167.600,9.945,9.627,28.962,342.016,2,True
6.100,9.680,29.000,169.400,9.919,9.627,28.961,342.835,2,True
11.300,9.590,28.900,446.000,10.021,9.625,28.960,347.744,2,True
6.100,9.680,29.000,169.400,10.243,9.622,28.958,356.177,2,True
9.900,9.590,28.900,456.000,10.556,9.618,28.957,366.975,2,True
12.600,9.600,28.900,424.300,10.917,9.615,28.956,378.665,2,True
12.800,9.600,29.000,426.200,11.277,9.611,28.956,389.843,2,True
12.700,9.600,28.900,422.300,11.592,9.608,28.957,399.486,2,True
12.600,9.600,29.000,426.200,11.831,9.606,28.958,406.950,2,True
12.900,9.600,29.000,428.200,11.976,9.605,28.959,411.856,2,True
12.600,9.600,28.900,420.400,12.016,9.604,28.960,414.023,2,True
12.800,9.600,29.000,426.200,11.950,9.605,28.960,413.420,2,True
12.700,9.600,29.000,428.200,11.784,9.606,28.960,410.134,2,True
12.400,9.610,29.000,420.400,11.533,9.608,28.959,404.386,2,True
12.600,9.600,28.900,426.200,11.219,9.610,28.957,396.556,2,True
10.800,9.590,28.900,450.000,10.877,9.613,28.956,387.257,2,True
9.100,9.590,28.900,466.300,10.544,9.616,28.956,377.474,2,True
6.100,9.680,29.000,167.600,10.259,9.619,28.955,368.616,2,True
12.600,9.610,29.000,420.400,10.045,9.620,28.955,362.130,2,True
5.900,9.680,29.000,169.400,9.910,9.621,28.953,358.997,2,True
6.400,9.650,28.900,242.700,9.848,9.621,28.951,359.418,2,True
12.500,9.600,29.000,426.200,9.835,9.619,28.947,362.643,2,True
12.900,9.600,28.900,422.300,9.834,9.618,28.944,367.234,2,True
12.900,9.600,29.000,428.200,9.817,9.616,28.940,371.758,2,True
6.700,9.600,28.900,418.400,9.775,9.615,28.937,375.242,2,True
9.700,9.590,28.900,458.100,9.718,9.614,28.934,377.265,2,True
12.500,9.600,28.900,422.300,9.649,9.614,28.931,377.979,2,True
10.100,9.590,28.900,456.000,9.579,9.614,28.930,378.144,2,True
6.000,9.680,29.000,167.600,9.522,9.614,28.928,378.981,2,True
12.800,9.600,28.900,422.300,9.498,9.613,28.927,381.662,2,True
5.700,9.680,29.000,167.600,9.519,9.612,28.926,386.747,2,True
11.300,9.590,28.900,446.000,9.596,9.610,28.925,393.951,2,True
8.800,9.590,28.900,466.300,9.733,9.607,28.924,402.300,2,True
6.700,9.600,28.900,428.200,9.930,9.605,28.923,410.661,2,True
10.200,9.590,28.900,454.000,10.176,9.603,28.923,418.205,2,True
12.700,9.610,29.000,420.400,10.449,9.601,28.923,424.449,2,True
9.100,9.590,28.900,464.200,10.722,9.599,28.923,429.144,2,True
12.800,9.600,28.900,422.300,10.973,9.598,28.923,432.206,2,True
11.400,9.590,28.900,446.000,11.182,9.598,28.924,433.679,2,True
12.900,9.600,29.000,422.300,11.338,9.598,28.925,433.680,2,True
9.700,9.590,28.900,458.100,11.434,9.598,28.926,432.357,2,True
12.800,9.600,28.900,422.300,11.469,9.599,28.927,429.900,2,True
11.100,9.590,28.900,448.000,11.443,9.601,28.928,426.570,2,True
12.800,9.610,29.000,420.400,11.356,9.602,28.930,422.708,2,True
12.600,9.600,28.900,426.200,11.215,9.603,28.932,418.732,2,True
12.700,9.600,28.900,428.200,11.035,9.605,28.934,415.129,2,True
9.500,9.590,28.900,460.100,10.846,9.606,28.936,412.485,2,True
6.100,9.680,29.000,176.300,10.679,9.606,28.938,411.421,2,True
12.600,9.600,29.000,426.200,10.558,9.606,28.939,412.197,2,True
6.900,9.590,28.900,472.500,10.489,9.605,28.939,414.382,2,True
12.500,9.610,29.000,420.400,10.463,9.604,28.939,417.186,2,True
12.500,9.600,28.900,420.400,10.471,9.603,28.939,419.933,2,True
8.900,9.590,28.900,466.300,10.503,9.602,28.938,422.144,2,True
12.700,9.600,29.000,422.300,10.561,9.602,28.938,423.495,2,True
6.800,9.610,28.900,388.100,10.649,9.602,28.938,423.810,2,True
8.100,9.580,28.900,480.800,10.763,9.602,28.940,422.963,2,True
12.600,9.600,28.900,422.300,10.885,9.603,28.943,420.866,2,True
12.600,9.600,28.900,424.300,10.985,9.604,28.946,417.567,2,True
12.700,9.600,29.000,426.200,11.033,9.605,28.949,413.266,2,True
12.800,9.610,29.000,420.400,11.014,9.607,28.952,408.270,2,True
11.600,9.600,29.000,442.000,10.930,9.609,28.954,403.007,2,True
12.600,9.600,28.900,428.200,10.798,9.611,28.955,398.106,2,True
6.100,9.680,29.000,167.600,10.644,9.612,28.954,394.313,2,True
12.900,9.610,29.000,420.400,10.493,9.613,28.952,392.042,2,True
7.000,9.590,28.900,472.500,10.363,9.613,28.949,391.073,2,True
12.700,9.600,28.900,422.300,10.263,9.612,28.945,390.968,2,True
12.700,9.600,29.000,428.200,10.201,9.612,28.941,391.624,2,True
2.500,9.680,29.000,167.600,10.188,9.611,28.937,393.231,2,True
12.700,9.600,28.900,424.300,10.232,9.610,28.933,395.698,2,True
10.600,9.590,28.900,452.000,10.324,9.609,28.930,398.297,2,True
7.100,9.590,28.900,470.400,10.446,9.608,28.929,400.046,2,True
12.900,9.600,28.900,420.400,10.577,9.608,28.930,400.283,2,True
12.800,9.600,28.900,420.400,10.691,9.609,28.932,398.830,2,True
12.900,9.600,28.900,422.300,10.769,9.610,28.937,395.866,2,True
10.000,9.590,28.900,456.000,10.810,9.611,28.942,391.854,2,True
12.600,9.610,29.000,420.400,10.826,9.612,28.948,387.606,2,True
5.600,9.680,29.000,167.600,10.834,9.613,28.954,384.202,2,True
12.700,9.600,29.000,422.300,10.845,9.614,28.958,382.503,2,True
12.400,9.600,28.900,424.300,10.859,9.614,28.960,382.804,2,True
6.200,9.680,29.100,167.600,10.873,9.613,28.960,384.990,2,True
12.700,9.600,29.000,428.200,10.881,9.612,28.959,388.547,2,True
12.800,9.600,28.900,424.300,10.868,9.611,28.956,392.389,2,True
10.200,9.590,28.900,454.000,10.822,9.610,28.953,395.174,2,True
12.700,9.600,29.000,428.200,10.738,9.610,28.950,395.814,2,True
9.200,9.590,28.900,462.200,10.620,9.611,28.948,393.673,2,True
13.300,9.600,28.900,440.000,10.476,9.613,28.947,388.609,2,True
6.600,9.600,28.900,440.000,10.318,9.615,28.947,381.026,2,True
12.900,9.600,28.900,426.200,10.160,9.618,28.949,371.894,2,True
12.500,9.600,29.000,428.200,10.016,9.620,28.951,362.759,2,True
6.100,9.680,29.000,167.600,9.905,9.622,28.953,355.599,2,True
6.300,9.680,29.000,167.600,9.850,9.623,28.954,352.222,2,True
12.800,9.600,29.000,426.200,9.861,9.623,28.953,353.507,2,True
5.800,9.680,29.000,169.400,9.930,9.621,28.952,359.267,2,True
12.800,9.600,28.900,424.300,10.040,9.618,28.950,368.565,2,True
12.700,9.600,28.900,424.300,10.173,9.614,28.949,379.980,2,True
6.600,9.590,28.900,444.000,10.317,9.611,28.949,392.014,2,True
12.700,9.600,29.000,426.200,10.465,9.607,28.950,403.504,2,True
12.700,9.600,28.900,420.400,10.611,9.605,28.952,413.689,2,True
8.800,9.590,28.900,466.300,10.756,9.603,28.956,422.099,2,True
12.500,9.600,29.000,428.200,10.904,9.601,28.961,428.490,2,True
10.700,9.600,29.000,450.000,11.066,9.600,28.966,432.824,2,True
6.600,9.590,28.900,468.300,11.251,9.600,28.971,435.244,2,True
12.500,9.600,29.000,422.300,11.455,9.600,28.975,436.058,2,True
12.700,9.610,29.000,420.400,11.664,9.601,28.978,435.698,2,True
11.600,9.600,29.000,444.000,11.856,9.601,28.979,434.607,2,True
12.800,9.610,29.000,420.400,12.014,9.602,28.979,433.170,2,True
12.500,9.600,29.000,426.200,12.123,9.602,28.976,431.724,2,True
12.800,9.600,29.000,422.300,12.176,9.602,28.971,430.556,2,True
12.600,9.610,29.000,420.400,12.168,9.602,28.964,429.876,2,True
12.400,9.610,29.000,420.400,12.100,9.601,28.956,429.812,2,True
12.800,9.600,28.900,420.400,11.978,9.601,28.947,430.403,2,True
12.500,9.600,28.900,420.400,11.813,9.600,28.939,431.590,2,True
12.700,9.600,28.900,424.300,11.623,9.599,28.933,433.214,2,True
12.700,9.600,28.900,422.300,11.434,9.598,28.930,435.010,2,True
6.600,9.600,28.900,438.000,11.278,9.598,28.928,436.617,2,True
9.800,9.590,28.900,458.100,11.182,9.597,28.929,437.610,2,True
8.600,9.590,28.900,470.400,11.156,9.597,28.932,437.605,2,True
12.600,9.600,29.000,426.200,11.187,9.597,28.936,436.368,2,True
12.800,9.600,29.000,422.300,11.250,9.598,28.942,433.806,2,True
8.100,9.580,28.900,476.600,11.321,9.599,28.947,429.886,2,True
12.800,9.600,28.900,424.300,11.375,9.601,28.952,424.642,2,True
12.700,9.610,29.000,420.400,11.386,9.603,28.958,418.251,2,True
12.600,9.600,29.000,426.200,11.329,9.605,28.962,411.013,2,True
12.500,9.600,28.900,422.300,11.191,9.608,28.966,403.316,2,True
12.600,9.600,29.000,422.300,10.970,9.610,28.969,395.673,2,True
12.800,9.600,29.000,428.200,10.680,9.613,28.970,388.802,2,True
12.500,9.610,29.000,420.400,10.353,9.614,28.969,383.701,2,True
6.000,9.680,29.000,169.400,10.033,9.615,28.966,381.554,2,True
5.800,9.680,29.000,169.400,9.770,9.615,28.962,383.130,2,True
8.300,9.580,28.900,482.900,9.593,9.613,28.957,388.038,2,True
8.400,9.590,28.900,474.500,9.503,9.611,28.952,394.856,2,True
12.500,9.600,29.000,426.200,9.482,9.608,28.947,402.067,2,True
9.400,9.590,28.900,462.200,9.511,9.606,28.942,408.649,2,True
12.900,9.610,29.000,420.400,9.581,9.604,28.939,414.075,2,True
6.900,9.610,28.900,375.100,9.695,9.603,28.936,418.117,2,True
8.100,9.580,28.900,478.700,9.861,9.602,28.935,420.649,2,True
6.700,9.600,28.900,410.800,10.081,9.602,28.936,421.574,2,True
11.900,9.600,28.900,442.000,10.336,9.603,28.938,420.892,2,True
12.800,9.610,29.000,420.400,10.592,9.604,28.942,418.740,2,True
11.200,9.590,28.900,446.000,10.821,9.605,28.946,415.364,2,True
12.400,9.610,29.000,420.400,11.004,9.607,28.951,411.148,2,True
11.700,9.590,28.900,444.000,11.134,9.608,28.956,406.654,2,True
12.600,9.610,29.000,420.400,11.215,9.610,28.960,402.665,2,True
5.800,9.680,29.000,169.400,11.256,9.611,28.963,400.043,2,True
12.800,9.600,29.000,426.200,11.261,9.612,28.964,399.257,2,True
13.000,9.600,28.900,424.300,11.223,9.612,28.965,400.055,2,True
12.900,9.610,29.000,420.400,11.133,9.612,28.964,401.789,2,True
12.500,9.610,29.000,420.400,10.995,9.611,28.961,403.884,2,True
12.800,9.610,29.000,420.400,10.828,9.611,28.958,405.962,2,True
8.400,9.590,28.900,472.500,10.669,9.610,28.954,407.850,2,True
8.400,9.590,28.900,474.500,10.558,9.609,28.950,409.682,2,True
5.800,9.680,29.000,169.400,10.524,9.608,28.947,411.897,2,True
8.500,9.590,28.900,472.500,10.573,9.607,28.944,414.774,2,True
12.700,9.600,28.900,422.300,10.677,9.606,28.941,418.030,2,True
11.600,9.600,29.000,444.000,10.799,9.605,28.940,421.054,2,True
12.800,9.600,28.900,424.300,10.899,9.604,28.939,423.303,2,True
12.800,9.610,29.000,420.400,10.954,9.604,28.938,424.368,2,True
9.000,9.590,28.900,466.300,10.951,9.604,28.938,423.920,2,True
12.800,9.600,28.900,428.200,10.889,9.605,28.939,421.744,2,True
12.400,9.610,29.000,420.400,10.769,9.606,28.940,417.793,2,True
7.300,9.590,28.900,470.400,10.600,9.607,28.942,412.190,2,True
12.700,9.600,28.900,424.300,10.390,9.609,28.944,405.273,2,True
9.400,9.590,28.900,460.100,10.149,9.612,28.946,397.693,2,True
12.800,9.610,29.000,420.400,9.886,9.614,28.948,390.501,2,True
5.400,9.680,29.000,167.600,9.617,9.615,28.949,385.004,2,True
12.700,9.600,29.000,428.200,9.360,9.616,28.949,382.274,2,True
6.100,9.680,29.000,167.600,9.129,9.616,28.946,382.657,2,True
11.800,9.600,28.900,442.000,8.937,9.615,28.943,385.636,2,True
6.600,9.600,28.900,436.000,8.797,9.614,28.939,390.035,2,True
10.700,9.600,29.000,450.000,8.724,9.612,28.935,394.526,2,True
6.800,9.610,28.900,390.000,8.732,9.611,28.931,398.096,2,True
7.400,9.590,28.900,470.400,8.834,9.610,28.929,400.119,2,True
7.100,9.590,28.900,474.500,9.034,9.610,28.928,400.329,2,True
6.400,9.630,28.900,319.800,9.322,9.610,28.928,398.875,2,True
11.700,9.600,28.900,442.000,9.666,9.611,28.931,396.190,2,True
12.500,9.600,28.900,422.300,10.028,9.612,28.935,392.773,2,True
12.600,9.600,29.000,428.200,10.375,9.613,28.940,389.241,2,True
6.100,9.680,29.000,167.600,10.688,9.614,28.945,386.351,2,True
13.000,9.600,28.900,422.300,10.957,9.614,28.950,384.581,2,True
13.500,9.600,28.900,440.000,11.164,9.614,28.955,383.831,2,True
12.700,9.600,29.000,426.200,11.299,9.614,28.959,383.785,2,True
12.600,9.600,29.000,426.200,11.365,9.614,28.961,384.429,2,True
5.600,9.680,29.000,167.600,11.380,9.614,28.962,386.044,2,True
12.400,9.610,29.000,420.400,11.354,9.613,28.960,388.678,2,True
11.900,9.600,29.000,442.000,11.284,9.612,28.958,391.801,2,True
12.800,9.600,28.900,424.300,11.161,9.611,28.954,394.620,2,True
12.600,9.600,28.900,424.300,10.981,9.611,28.951,396.569,2,True
12.700,9.600,28.900,428.200,10.752,9.610,28.947,397.429,2,True
12.600,9.600,29.000,428.200,10.503,9.610,28.945,397.290,2,True
6.600,9.590,28.900,460.100,10.275,9.611,28.943,396.561,2,True
6.100,9.680,29.000,167.600,10.113,9.611,28.941,395.883,2,True
8.400,9.590,28.900,472.500,10.041,9.611,28.940,395.704,2,True
12.900,9.600,28.900,422.300,10.062,9.611,28.939,396.003,2,True
7.200,9.590,28.900,472.500,10.160,9.611,28.938,396.626,2,True
13.000,9.600,29.000,426.200,10.323,9.610,28.938,397.777,2,True
5.900,9.680,29.000,169.400,10.533,9.610,28.936,399.987,2,True
11.900,9.600,28.900,442.000,10.769,9.609,28.934,403.548,2,True
12.900,9.610,29.000,420.400,10.999,9.607,28.932,408.102,2,True
12.700,9.600,28.900,428.200,11.191,9.605,28.929,412.917,2,True
12.800,9.600,28.900,424.300,11.328,9.604,28.926,417.300,2,True
10.600,9.590,28.900,452.000,11.405,9.602,28.923,420.709,2,True
11.700,9.590,28.900,444.000,11.424,9.601,28.922,422.767,2,True
12.700,9.600,29.000,428.200,11.393,9.601,28.921,423.298,2,True
12.700,9.600,28.900,424.300,11.323,9.601,28.921,422.304,2,True
6.700,9.600,28.900,424.300,11.232,9.602,28.922,419.886,2,True
12.800,9.600,28.900,424.300,11.134,9.604,28.925,416.194,2,True
11.600,9.600,28.900,442.000,11.036,9.605,28.930,411.443,2,True
12.700,9.600,28.900,422.300,10.943,9.607,28.935,405.978,2,True
6.700,9.610,28.900,393.700,10.866,9.609,28.942,400.319,2,True
12.700,9.610,29.000,420.400,10.815,9.610,28.949,395.131,2,True
13.000,9.600,29.000,426.200,10.796,9.612,28.955,391.196,2,True
5.800,9.680,29.000,169.400,10.813,9.612,28.959,389.339,2,True
12.600,9.600,29.000,424.300,10.872,9.612,28.962,390.042,2,True
6.600,9.620,28.900,358.800,10.966,9.611,28.964,393.125,2,True
12.500,9.600,29.000,424.300,11.074,9.610,28.964,397.937,2,True
12.800,9.600,28.900,422.300,11.165,9.608,28.963,403.724,2,True
12.400,9.610,29.000,420.400,11.208,9.606,28.961,409.818,2,True
12.800,9.600,29.000,428.200,11.182,9.604,28.958,415.702,2,True
12.800,9.600,29.000,422.300,11.081,9.603,28.954,420.994,2,True
10.500,9.590,28.900,452.000,10.915,9.602,28.949,425.418,2,True
10.700,9.590,28.900,450.000,10.703,9.601,28.944,428.820,2,True
12.400,9.610,29.000,420.400,10.467,9.601,28.940,431.206,2,True
8.700,9.590,28.900,468.300,10.237,9.600,28.936,432.723,2,True
6.700,9.610,28.900,397.500,10.040,9.601,28.932,433.615,2,True
6.800,9.610,28.900,393.700,9.895,9.601,28.930,434.131,2,True
11.700,9.600,28.900,442.000,9.797,9.601,28.929,434.367,2,True
12.800,9.610,29.000,420.400,9.727,9.601,28.929,434.210,2,True
7.100,9.590,28.900,470.400,9.671,9.601,28.928,433.441,2,True
12.700,9.610,29.000,420.400,9.624,9.602,28.928,431.865,2,True
7.500,9.590,28.900,470.400,9.584,9.602,28.928,429.397,2,True
8.100,9.580,28.900,480.800,9.555,9.603,28.927,426.129,2,True
12.600,9.600,28.900,426.200,9.533,9.604,28.927,422.442,2,True
6.500,9.600,28.900,442.000,9.514,9.604,28.927,419.044,2,True
12.500,9.610,29.000,420.400,9.493,9.605,28.927,416.881,2,True
6.100,9.680,29.000,169.400,9.466,9.604,28.926,416.880,2,True
12.600,9.600,28.900,422.300,9.431,9.603,28.925,419.425,2,True
11.600,9.590,28.900,444.000,9.384,9.602,28.923,424.004,2,True
8.300,9.580,28.900,482.900,9.335,9.600,28.922,429.581,2,True
12.800,9.610,29.000,420.400,9.305,9.599,28.922,435.173,2,True
6.600,9.590,28.900,450.000,9.328,9.598,28.924,440.019,2,True
8.600,9.590,28.900,468.300,9.441,9.597,28.927,443.487,2,True
7.000,9.590,28.900,472.500,9.677,9.597,28.933,445.063,2,True
8.800,9.590,28.900,468.300,10.050,9.598,28.941,444.424,2,True
8.500,9.590,28.900,472.500,10.560,9.600,28.953,441.499,2,True
13.400,9.600,29.000,440.000,11.189,9.603,28.967,436.473,2,True
6.600,9.590,28.900,470.400,11.907,9.606,28.983,429.760,2,True
12.700,9.610,29.000,420.400,12.677,9.609,28.999,421.981,2,True
10.100,9.630,30.100,614.500,10.033,9.630,30.106,615.175,3,
8.900,9.650,30.400,629.900,10.058,9.631,30.127,616.594,3,
10.100,9.640,30.200,622.200,10.092,9.632,30.146,617.844,3,
10.500,9.630,30.100,617.100,10.128,9.633,30.163,618.920,3,
10.600,9.630,30.200,617.100,10.158,9.634,30.178,619.860,3,
10.600,9.630,30.100,617.100,10.177,9.635,30.191,620.707,3,
10.700,9.630,30.200,619.600,10.183,9.635,30.203,621.479,3,
10.600,9.630,30.100,617.100,10.179,9.636,30.215,622.168,3,
10.000,9.640,30.300,622.200,10.170,9.637,30.224,622.731,3,
8.200,9.650,30.400,643.000,10.167,9.637,30.231,623.112,3,
10.500,9.640,30.300,622.200,10.173,9.638,30.235,623.290,3,
10.400,9.640,30.200,622.200,10.185,9.638,30.237,623.308,3,
9.900,9.640,30.300,624.700,10.200,9.638,30.238,623.254,3,
10.500,9.630,30.100,617.100,10.209,9.638,30.239,623.222,3,
10.500,9.640,30.200,624.700,10.209,9.638,30.242,623.293,3,
10.100,9.640,30.200,622.200,10.195,9.639,30.247,623.530,3,
10.600,9.630,30.200,619.600,10.164,9.639,30.254,623.982,3,
10.900,9.630,30.200,617.100,10.117,9.639,30.264,624.676,3,
9.400,9.650,30.400,627.300,10.055,9.640,30.274,625.602,3,
10.500,9.640,30.200,619.600,9.985,9.640,30.285,626.710,3,
9.200,9.640,30.400,632.500,9.912,9.641,30.295,627.918,3,
10.000,9.640,30.300,622.200,9.842,9.641,30.303,629.125,3,
9.500,9.650,30.400,643.000,9.778,9.642,30.310,630.221,3,
9.900,9.640,30.200,627.300,9.722,9.642,30.315,631.107,3,
9.400,9.640,30.400,640.300,9.677,9.642,30.318,631.713,3,
11.300,9.640,30.300,632.500,9.643,9.642,30.320,632.005,3,
8.100,9.650,30.400,640.300,9.624,9.641,30.320,631.984,3,
10.400,9.630,30.100,617.100,9.628,9.641,30.320,631.688,3,
7.000,9.650,30.400,637.700,9.659,9.641,30.319,631.157,3,
10.200,9.640,30.300,624.700,9.716,9.640,30.316,630.411,3,
10.000,9.640,30.400,637.700,9.791,9.640,30.312,629.454,3,
10.300,9.640,30.400,640.300,9.869,9.639,30.307,628.306,3,
10.600,9.630,30.200,619.600,9.942,9.638,30.300,627.029,3,
10.000,9.640,30.300,624.700,10.002,9.638,30.292,625.733,3,
8.900,9.650,30.400,624.700,10.045,9.638,30.284,624.530,3,
10.600,9.630,30.200,619.600,10.068,9.637,30.277,623.514,3,
10.800,9.630,30.200,617.100,10.064,9.637,30.271,622.763,3,
10.900,9.630,30.200,619.600,10.027,9.638,30.267,622.319,3,
10.700,9.630,30.200,617.100,9.961,9.638,30.265,622.187,3,
9.200,9.650,30.400,624.700,9.872,9.639,30.265,622.331,3,
10.300,9.640,30.200,619.600,9.772,9.639,30.265,622.691,3,
7.100,9.650,30.400,632.500,9.674,9.640,30.267,623.199,3,
10.400,9.640,30.200,619.600,9.585,9.640,30.269,623.798,3,
10.000,9.640,30.200,624.700,9.504,9.640,30.271,624.451,3,
10.700,9.630,30.200,619.600,9.431,9.641,30.275,625.122,3,
6.900,9.650,30.400,635.100,9.368,9.641,30.278,625.765,3,
9.800,9.640,30.300,622.200,9.320,9.641,30.281,626.331,3,
10.500,9.640,30.300,622.200,9.286,9.641,30.282,626.779,3,
8.200,9.650,30.400,645.600,9.265,9.641,30.283,627.073,3,
9.500,9.630,30.100,614.500,9.258,9.641,30.283,627.195,3,
9.700,9.640,30.300,627.300,9.264,9.641,30.282,627.148,3,
8.400,9.650,30.400,643.000,9.286,9.641,30.282,626.945,3,
10.200,9.630,30.100,614.500,9.321,9.641,30.282,626.608,3,
10.100,9.640,30.300,624.700,9.372,9.641,30.282,626.184,3,
7.100,9.650,30.400,632.500,9.440,9.641,30.281,625.714,3,
9.000,9.650,30.400,627.300,9.526,9.641,30.280,625.231,3,
10.700,9.630,30.100,617.100,9.623,9.641,30.279,624.784,3,
10.300,9.640,30.200,622.200,9.721,9.641,30.278,624.424,3,
9.900,9.640,30.300,624.700,9.811,9.641,30.278,624.177,3,
10.400,9.640,30.300,622.200,9.891,9.640,30.278,624.044,3,
9.900,9.640,30.300,622.200,9.962,9.640,30.278,624.010,3,
9.000,9.650,30.400,629.900,10.025,9.640,30.277,624.054,3,
10.800,9.630,30.200,619.600,10.082,9.640,30.274,624.154,3,
10.100,9.640,30.300,624.700,10.133,9.640,30.272,624.295,3,
9.700,9.640,30.200,624.700,10.177,9.640,30.269,624.458,3,
10.200,9.640,30.200,622.200,10.213,9.639,30.267,624.617,3,
10.500,9.640,30.300,622.200,10.238,9.639,30.264,624.738,3,
11.000,9.640,30.300,629.900,10.251,9.639,30.261,624.775,3,
9.400,9.650,30.400,640.300,10.250,9.638,30.257,624.689,3,
10.400,9.630,30.200,619.600,10.238,9.638,30.253,624.490,3,
10.800,9.630,30.200,619.600,10.214,9.638,30.249,624.243,3,
10.100,9.640,30.200,622.200,10.179,9.638,30.246,624.021,3,
9.700,9.640,30.300,622.200,10.137,9.638,30.244,623.876,3,
10.400,9.630,30.200,619.600,10.091,9.638,30.243,623.828,3,
10.000,9.640,30.200,624.700,10.041,9.638,30.244,623.875,3,
9.800,9.640,30.200,627.300,9.992,9.638,30.246,623.996,3,
9.200,9.650,30.400,624.700,9.944,9.639,30.249,624.172,3,
10.300,9.630,30.100,617.100,9.896,9.639,30.253,624.391,3,
10.800,9.630,30.200,617.100,9.846,9.639,30.258,624.631,3,
8.300,9.650,30.400,645.600,9.792,9.639,30.262,624.837,3,
10.700,9.630,30.200,619.600,9.735,9.640,30.266,624.958,3,
9.200,9.650,30.400,624.700,9.672,9.640,30.267,624.985,3,
10.400,9.640,30.200,622.200,9.602,9.640,30.267,624.933,3,
10.400,9.640,30.300,622.200,9.526,9.640,30.264,624.807,3,
9.900,9.640,30.300,624.700,9.450,9.639,30.259,624.590,3,
8.200,9.650,30.400,645.600,9.385,9.639,30.253,624.263,3,
8.900,9.630,30.100,612.000,9.342,9.639,30.247,623.847,3,
9.000,9.630,30.100,614.500,9.331,9.638,30.240,623.403,3,
7.100,9.650,30.400,635.100,9.352,9.638,30.235,622.990,3,
10.600,9.630,30.100,617.100,9.399,9.638,30.231,622.641,3,
10.100,9.640,30.300,622.200,9.459,9.638,30.229,622.392,3,
10.400,9.630,30.200,619.600,9.520,9.638,30.228,622.282,3,
10.000,9.640,30.200,622.200,9.577,9.638,30.228,622.334,3,
8.600,9.630,30.100,612.000,9.631,9.638,30.230,622.552,3,
9.200,9.650,30.400,629.900,9.683,9.638,30.233,622.908,3,
9.600,9.640,30.300,624.700,9.732,9.638,30.237,623.353,3,
9.900,9.640,30.200,627.300,9.773,9.639,30.240,623.841,3,
10.700,9.630,30.200,617.100,9.797,9.639,30.244,624.349,3,
